datetime,region_clean,title,content,content_clean,url,month,season,quarter,year,content_length,word_count,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
2019-12-20 12:00:00+00:00,Middle East,Top Criminal Court to conduct official probe into alleged war crimes in Palestine,"Following a “thorough, independent and objective assessment”, the Prosecutor of the International Criminal Court (ICC) announced on Friday that she plans to open a formal investigation into alleged war crimes in Palestine, but asked the Court for a further ruling over territorial jurisdiction.","['following', 'thorough', 'independent', 'objective', 'assessment', 'prosecutor', 'international', 'criminal', 'court', 'icc', 'announced', 'friday', 'plan', 'open', 'formal', 'investigation', 'alleged', 'war', 'crime', 'palestine', 'asked', 'court', 'ruling', 'territorial', 'jurisdiction']",https://news.un.org/en/story/2019/12/1054121,December,Winter,4,2019,294,25,16,0.109,0.891,0.0,-0.5647,0.11594469,0.8546988,0.029356487,negative,neutral
2019-12-20 12:00:00+00:00,Middle East,"Syria: Lack of consensus following face-to-face talks, underscores need for broader process","The second session of the Syrian Constitutional Committee, aiming to create a new post-war political road map for the country, failed to get off the ground due to lack of consensus over the agenda, the UN Special Envoy for the country told the Security Council on Friday.","['second', 'session', 'syrian', 'constitutional', 'committee', 'aiming', 'create', 'new', 'postwar', 'political', 'road', 'map', 'country', 'failed', 'get', 'ground', 'due', 'lack', 'consensus', 'agenda', 'un', 'special', 'envoy', 'country', 'told', 'security', 'council', 'friday']",https://news.un.org/en/story/2019/12/1054131,December,Winter,4,2019,271,28,17,0.104,0.762,0.134,0.1531,0.7176218,0.2742946,0.008083568,positive,negative
2019-12-20 12:00:00+00:00,Global,"Stand for peace and harmony says Guterres, following meeting with Pope Francis","In the midst of “turbulent and trying times”, all the world’s people must stand together in peace and harmony, the UN Secretary-General said on Friday. António Guterres was speaking following an audience with Pope Francis at the Vatican, who he thanked for his strong support for the global Organization.","['midst', 'turbulent', 'trying', 'time', 'world', 'people', 'must', 'stand', 'together', 'peace', 'harmony', 'un', 'secretarygeneral', 'said', 'friday', 'antónio', 'guterres', 'speaking', 'following', 'audience', 'pope', 'francis', 'vatican', 'thanked', 'strong', 'support', 'global', 'organization']",https://news.un.org/en/story/2019/12/1054091,December,Winter,4,2019,304,28,18,0.0,0.745,0.255,0.9337,0.005727013,0.27147934,0.72279364,positive,positive
2019-12-19 12:00:00+00:00,Asia Pacific,Iran and US both undermining nuclear deal says UN political affairs chief,"Both Iran and the United States have been putting strain on the groundbreaking 2015 deal to monitor Iran’s nuclear programme, which remains a “cornerstone of international peace and security”, said the UN’s political affairs chief on Thursday.","['iran', 'united', 'state', 'putting', 'strain', 'groundbreaking', '2015', 'deal', 'monitor', 'iran', 'nuclear', 'programme', 'remains', 'cornerstone', 'international', 'peace', 'security', 'said', 'un', 'political', 'affair', 'chief', 'thursday']",https://news.un.org/en/story/2019/12/1054071,December,Winter,4,2019,243,23,19,0.03,0.815,0.156,0.7269,0.24753557,0.7206523,0.031812184,positive,neutral
2019-12-19 12:00:00+00:00,Middle East,Tolerance key to tackling violent extremism: UN counter-terrorism chief,The head of the UN Counter-Terrorism Office (UNOCT) has highlighted the importance of tolerance in combating the “corrosive spread” of violent extremism.,"['head', 'un', 'counterterrorism', 'office', 'unoct', 'highlighted', 'importance', 'tolerance', 'combating', 'corrosive', 'spread', 'violent', 'extremism']",https://news.un.org/en/story/2019/12/1054061,December,Winter,4,2019,153,13,20,0.141,0.688,0.17,-0.0516,0.063603014,0.73947334,0.19692372,negative,neutral
2019-12-19 12:00:00+00:00,Middle East,Life for civilians in Syria ‘worse than when the year began’,"The humanitarian situation facing civilians in many parts of Syria is “worse than when the year began”, the UN deputy Emergency Relief Coordinator told the Security Council on Thursday.","['humanitarian', 'situation', 'facing', 'civilian', 'many', 'part', 'syria', 'worse', 'year', 'began', 'un', 'deputy', 'emergency', 'relief', 'coordinator', 'told', 'security', 'council', 'thursday']",https://news.un.org/en/story/2019/12/1054041,December,Winter,4,2019,185,19,21,0.076,0.762,0.161,0.4404,0.8786645,0.11620834,0.005127123,positive,negative
2019-12-18 12:00:00+00:00,Middle East,Only ‘concrete action’ will stop fraying of Israel-Palestine peace prospects,"Obstacles to any lasting deal between Israel and Palestine continue to mount, the UN’s Special Coordinator for the Middle East Peace Process told Security Council members on Wednesday, and only “concrete action” towards a two-State solution will change that dynamic.","['obstacle', 'lasting', 'deal', 'israel', 'palestine', 'continue', 'mount', 'un', 'special', 'coordinator', 'middle', 'east', 'peace', 'process', 'told', 'security', 'council', 'member', 'wednesday', 'concrete', 'action', 'towards', 'twostate', 'solution', 'change', 'dynamic']",https://news.un.org/en/story/2019/12/1053841,December,Winter,4,2019,266,26,22,0.053,0.672,0.275,0.872,0.28784466,0.6816632,0.030492121,positive,neutral
2019-12-18 12:00:00+00:00,Global,"‘New and dangerous’ global risks require multilateral solutions, Guterres tells Italian Senate","Shifting balances of power are triggering “new and dangerous risks”, the UN chief told the Italian Senate in Rome on Wednesday, pointing to the need for more coordinated international responses, focused on solutions.","['shifting', 'balance', 'power', 'triggering', 'new', 'dangerous', 'risk', 'un', 'chief', 'told', 'italian', 'senate', 'rome', 'wednesday', 'pointing', 'need', 'coordinated', 'international', 'response', 'focused', 'solution']",https://news.un.org/en/story/2019/12/1053811,December,Winter,4,2019,216,21,23,0.083,0.802,0.115,0.0516,0.34005684,0.6250088,0.034934293,positive,neutral
2019-12-17 12:00:00+00:00,Africa,"South Sudan: political will needed to form a unified government, on the road to peace","Extending the deadline for the establishment of a unity government in South Sudan has helped maintain a ceasefire but also disillusioned many  citizens, the Security Council heard on Tuesday.","['extending', 'deadline', 'establishment', 'unity', 'government', 'south', 'sudan', 'helped', 'maintain', 'ceasefire', 'also', 'disillusioned', 'many', 'citizen', 'security', 'council', 'heard', 'tuesday']",https://news.un.org/en/story/2019/12/1053751,December,Winter,4,2019,191,18,24,0.121,0.782,0.097,-0.1901,0.3510045,0.58495015,0.06404537,negative,neutral
2019-12-16 12:00:00+00:00,Middle East,Nine children killed or maimed in Afghanistan every day: UN Children’s Fund,"An average of nine children have been killed or maimed every day in Afghanistan so far this year, according to a new report from the UN Children’s Fund, UNICEF, which describes the country as “the world’s most lethal warzone”.","['average', 'nine', 'child', 'killed', 'maimed', 'every', 'day', 'afghanistan', 'far', 'year', 'according', 'new', 'report', 'un', 'childrens', 'fund', 'unicef', 'describes', 'country', 'world', 'lethal', 'warzone']",https://news.un.org/en/story/2019/12/1053661,December,Winter,4,2019,226,22,25,0.108,0.892,0.0,-0.6705,0.94320154,0.05420094,0.0025975432,negative,negative
2019-12-16 12:00:00+00:00,Asia Pacific,Peace will be ‘paramount’ issue for incoming Afghan Government: UN mission chief,"The search for peace will remain of “paramount importance” to Afghanistan as the country awaits the outcome of the recent presidential election, the top UN official in the country told the Security Council on Monday.","['search', 'peace', 'remain', 'paramount', 'importance', 'afghanistan', 'country', 'awaits', 'outcome', 'recent', 'presidential', 'election', 'top', 'un', 'official', 'country', 'told', 'security', 'council', 'monday']",https://news.un.org/en/story/2019/12/1053621,December,Winter,4,2019,216,20,26,0.0,0.775,0.225,0.7906,0.03444962,0.84428144,0.121268995,positive,neutral
2019-12-16 12:00:00+00:00,Africa,"West Africa ‘shaken by unprecedented violence’, UN envoy tells Security Council","The UN envoy for West Africa and the vast Sahel region, told the Security Council on Monday that in recent months, the region has been “shaken by unprecedented violence”.","['un', 'envoy', 'west', 'africa', 'vast', 'sahel', 'region', 'told', 'security', 'council', 'monday', 'recent', 'month', 'region', 'shaken', 'unprecedented', 'violence']",https://news.un.org/en/story/2019/12/1053641,December,Winter,4,2019,170,17,27,0.0,0.921,0.079,0.34,0.70431066,0.28572455,0.0099648,positive,negative
2019-12-13 12:00:00+00:00,Middle East,"Friday’s Daily Brief:  Yemen exclusive, India rights, Chile, Ebola updates","Our top stories for Friday include an exclusive UN News interview with Yemen Envoy Martin Griffiths; India’s new “discriminatory” citizenship law; a milestone smallpox eradication anniversary; helicopters deployed in DR Congo Ebola fight; Mediterranean migrant latest, and Chile’s deadly protests: UN report finds clear pattern of repression.","['top', 'story', 'friday', 'include', 'exclusive', 'un', 'news', 'interview', 'yemen', 'envoy', 'martin', 'griffith', 'india', 'new', 'discriminatory', 'citizenship', 'law', 'milestone', 'smallpox', 'eradication', 'anniversary', 'helicopter', 'deployed', 'dr', 'congo', 'ebola', 'fight', 'mediterranean', 'migrant', 'latest', 'chile', 'deadly', 'protest', 'un', 'report', 'find', 'clear', 'pattern', 'repression']",https://news.un.org/en/story/2019/12/1053541,December,Winter,4,2019,342,39,28,0.134,0.755,0.111,-0.296,0.31486917,0.63892156,0.046209272,negative,neutral
2019-12-13 12:00:00+00:00,Africa,‘Air bridge’ vaccination operation begins for Ebola-hit communities in DR Congo,"The Democratic Republic of the Congo (DRC) has seen an increase in the number of reported cases of the deadly haemorrhagic virus Ebola linked to ongoing violence by armed groups targeting remote communities, the World Health Organization (WHO) said on Friday.","['democratic', 'republic', 'congo', 'drc', 'seen', 'increase', 'number', 'reported', 'case', 'deadly', 'haemorrhagic', 'virus', 'ebola', 'linked', 'ongoing', 'violence', 'armed', 'group', 'targeting', 'remote', 'community', 'world', 'health', 'organization', 'said', 'friday']",https://news.un.org/en/story/2019/12/1053451,December,Winter,4,2019,259,26,29,0.09,0.832,0.079,-0.3612,0.7886697,0.20227356,0.009056718,negative,negative
2019-12-13 12:00:00+00:00,Middle East,"A year on from Yemen talks breakthrough, top UN Envoy hails ‘shift’ towards peace, despite setbacks","When warring parties in Yemen met in a renovated castle outside the Swedish capital last December for UN-brokered talks, they showed that perhaps there could be a way out of brutal conflict and the world’s worst humanitarian crisis, the UN Special Envoy for the country said this week.","['warring', 'party', 'yemen', 'met', 'renovated', 'castle', 'outside', 'swedish', 'capital', 'last', 'december', 'unbrokered', 'talk', 'showed', 'perhaps', 'could', 'way', 'brutal', 'conflict', 'world', 'worst', 'humanitarian', 'crisis', 'un', 'special', 'envoy', 'country', 'said', 'week']",https://news.un.org/en/story/2019/12/1053431,December,Winter,4,2019,285,29,30,0.283,0.63,0.087,-0.9201,0.07136981,0.639181,0.28944916,negative,neutral
2019-12-12 12:00:00+00:00,Africa,Unprecedented humanitarian crisis in Mali revealed in new report,"Escalating violence and insecurity in Mali have sparked an unprecedented humanitarian crisis, rendering 3.9 million people in need of assistance and protection – an increase of 700,000 since the beginning of the year, the UN said on Thursday.","['escalating', 'violence', 'insecurity', 'mali', 'sparked', 'unprecedented', 'humanitarian', 'crisis', 'rendering', '39', 'million', 'people', 'need', 'assistance', 'protection', 'increase', '700000', 'since', 'beginning', 'year', 'un', 'said', 'thursday']",https://news.un.org/en/story/2019/12/1053391,December,Winter,4,2019,242,23,31,0.238,0.713,0.05,-0.8658,0.6551964,0.3306272,0.014176388,negative,negative
2019-12-11 12:00:00+00:00,Asia Pacific,North Korea missile tests ‘deeply troubling’: senior UN official,"Recent developments concerning North Korea’s nuclear and ballistic missile programmes are “deeply troubling”, the UN’s Assistant Secretary-General for the Middle East, Asia and the Pacific said on Wednesday, briefed the Security Council.","['recent', 'development', 'concerning', 'north', 'korea', 'nuclear', 'ballistic', 'missile', 'programme', 'deeply', 'troubling', 'un', 'assistant', 'secretarygeneral', 'middle', 'east', 'asia', 'pacific', 'said', 'wednesday', 'briefed', 'security', 'council']",https://news.un.org/en/story/2019/12/1053281,December,Winter,4,2019,237,23,32,0.0,0.928,0.072,0.34,0.6308275,0.35884085,0.0103317555,positive,negative
2019-12-10 12:00:00+00:00,Asia Pacific,Aung San Suu Kyi appears at ICJ as UN rights expert urges greater protection for Myanmar activists,Authorities in Myanmar and social media companies are being urged to take greater action to protect activists in the south-east Asian country who are fighting for justice and accountability for crimes committed against the minority Rohingya population in 2016 and 2017.,"['authority', 'myanmar', 'social', 'medium', 'company', 'urged', 'take', 'greater', 'action', 'protect', 'activist', 'southeast', 'asian', 'country', 'fighting', 'justice', 'accountability', 'crime', 'committed', 'minority', 'rohingya', 'population', '2016', '2017']",https://news.un.org/en/story/2019/12/1053121,December,Winter,4,2019,269,24,33,0.051,0.733,0.216,0.7964,0.24542741,0.716164,0.038408548,positive,neutral
2019-12-07 12:00:00+00:00,Middle East,"Denouncing attacks against Baghdad protesters, UN warns ‘violence risks placing Iraq on dangerous trajectory’","The top UN official in Iraq has strongly condemned the shooting of unarmed protesters in Baghdad on Friday night, which left a high number of deaths and injuries among innocent citizens, calling for the perpetrators to be “identified and brought to justice without delay”.","['top', 'un', 'official', 'iraq', 'strongly', 'condemned', 'shooting', 'unarmed', 'protester', 'baghdad', 'friday', 'night', 'left', 'high', 'number', 'death', 'injury', 'among', 'innocent', 'citizen', 'calling', 'perpetrator', 'identified', 'brought', 'justice', 'without', 'delay']",https://news.un.org/en/story/2019/12/1053011,December,Winter,4,2019,272,27,34,0.129,0.663,0.208,0.4939,0.7409403,0.24872486,0.010334874,positive,negative
2019-12-06 12:00:00+00:00,Global,UN evaluates progress in improving peacekeeping performance,"The international community on Friday took stock of action to improve UN peacekeeping in line with a Security Council resolution aimed at enhancing performance at all levels, both at Headquarters in New York and in the field.","['international', 'community', 'friday', 'took', 'stock', 'action', 'improve', 'un', 'peacekeeping', 'line', 'security', 'council', 'resolution', 'aimed', 'enhancing', 'performance', 'level', 'headquarters', 'new', 'york', 'field']",https://news.un.org/en/story/2019/12/1052941,December,Winter,4,2019,225,21,35,0.0,0.799,0.201,0.8074,0.009439892,0.6117961,0.378764,positive,neutral
2019-12-03 12:00:00+00:00,Africa,"South Sudan: UN calls for end to inter-communal clashes, attacks against aid workers","Peacekeepers have been sent to the northern Lakes region in South Sudan in a bid to deter further violence between communities there, the UN Mission in the country, UNMISS, said on Tuesday.","['peacekeeper', 'sent', 'northern', 'lake', 'region', 'south', 'sudan', 'bid', 'deter', 'violence', 'community', 'un', 'mission', 'country', 'unmiss', 'said', 'tuesday']",https://news.un.org/en/story/2019/12/1052701,December,Winter,4,2019,189,17,36,0.115,0.812,0.073,-0.3612,0.18703547,0.7892749,0.023689747,negative,neutral
2019-12-03 12:00:00+00:00,Middle East,"Protests and civil unrest show ‘renewed sense of patriotism’ in Iraq, UN envoy tells Security Council","After decades of sectarian strife and conflict, “a renewed sense of patriotism has taken hold”, the head of the UN Assistance Mission for Iraq (UNAMI) told the Security Council on Tuesday.","['decade', 'sectarian', 'strife', 'conflict', 'renewed', 'sense', 'patriotism', 'taken', 'hold', 'head', 'un', 'assistance', 'mission', 'iraq', 'unami', 'told', 'security', 'council', 'tuesday']",https://news.un.org/en/story/2019/12/1052641,December,Winter,4,2019,188,19,37,0.068,0.861,0.071,0.0258,0.09297748,0.8380658,0.06895664,neutral,neutral
2019-12-02 12:00:00+00:00,Africa,‘Continuing deterioration’ leaves Mali facing critical security level: UN expert,"Security in Mali has become critical, with unprecedented incidents of communal violence and increasingly more deadly terror attacks, reported a UN human rights expert on Monday, following a 10-day visit to the country.","['security', 'mali', 'become', 'critical', 'unprecedented', 'incident', 'communal', 'violence', 'increasingly', 'deadly', 'terror', 'attack', 'reported', 'un', 'human', 'right', 'expert', 'monday', 'following', '10day', 'visit', 'country']",https://news.un.org/en/story/2019/12/1052531,December,Winter,4,2019,218,22,38,0.318,0.624,0.058,-0.8966,0.76238465,0.23011662,0.0074987663,negative,negative
2019-12-02 12:00:00+00:00,Asia Pacific,FROM THE FIELD: India’s plastic waste revolution,"The recycling of plastic waste in India is boosting the incomes of impoverished women and helping build roads and fire cement furnaces, thanks to support from the United Nations Development Programme (UNDP).","['recycling', 'plastic', 'waste', 'india', 'boosting', 'income', 'impoverished', 'woman', 'helping', 'build', 'road', 'fire', 'cement', 'furnace', 'thanks', 'support', 'united', 'nation', 'development', 'programme', 'undp']",https://news.un.org/en/story/2019/12/1052551,December,Winter,4,2019,207,21,39,0.12,0.579,0.301,0.7783,0.009559543,0.18770887,0.80273163,positive,positive
2019-12-02 12:00:00+00:00,Europe,Political solution ‘long overdue’ to protect the children of eastern Ukraine,"Nearly half a million children in eastern Ukraine continue to face “grave risks” to their physical health and psychological well-being, the UN Children’s Fund (UNICEF) said on Monday.","['nearly', 'half', 'million', 'child', 'eastern', 'ukraine', 'continue', 'face', 'grave', 'risk', 'physical', 'health', 'psychological', 'wellbeing', 'un', 'childrens', 'fund', 'unicef', 'said', 'monday']",https://news.un.org/en/story/2019/12/1052521,December,Winter,4,2019,183,20,40,0.0,1.0,0.0,0.0,0.8303246,0.1619483,0.0077271145,neutral,negative
2019-11-29 12:00:00+00:00,Middle East,"Friday’s Daily Brief: violence in DR Congo, protester deaths in Iraq, human rights in Colombia, climate change conference, ‘high human cost’ of Ecuador unrest",A recap of Friday’s stories in brief: attacks on communities in an Ebola outbreak hotspot in eastern DRC sparks a humanitarian crisis; Guterres expresses concerns at continued protester deaths in Iraq; UN-appointed panel raises concerns about violence against indigenous rights defenders in Colombia; 5 things you need to know about COP25; UN rights chief urges dialogue to ease Ecuador unrest.,"['recap', 'friday', 'story', 'brief', 'attack', 'community', 'ebola', 'outbreak', 'hotspot', 'eastern', 'drc', 'spark', 'humanitarian', 'crisis', 'guterres', 'express', 'concern', 'continued', 'protester', 'death', 'iraq', 'unappointed', 'panel', 'raise', 'concern', 'violence', 'indigenous', 'right', 'defender', 'colombia', '5', 'thing', 'need', 'know', 'cop25', 'un', 'right', 'chief', 'urge', 'dialogue', 'ease', 'ecuador', 'unrest']",https://news.un.org/en/story/2019/11/1052471,November,Autumn,4,2019,394,43,41,0.166,0.777,0.057,-0.8519,0.59675276,0.38930497,0.013942212,negative,negative
2019-11-29 12:00:00+00:00,Middle East,Iraq: UN ‘deeply concerned’ at continued protester deaths,UN chief António Guterres has expressed deep concern over reports of the continued use of live ammunition against demonstrators in Iraq.,"['un', 'chief', 'antónio', 'guterres', 'expressed', 'deep', 'concern', 'report', 'continued', 'use', 'live', 'ammunition', 'demonstrator', 'iraq']",https://news.un.org/en/story/2019/11/1052461,November,Autumn,4,2019,136,14,42,0.0,1.0,0.0,0.0,0.61923575,0.3694771,0.011287078,neutral,negative
