Id,datetime,country,region_clean,title,content,content_clean,url,month,season,quarter,year,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
11,2019-12-24 12:00:00+00:00,NG,Africa,"UN chief urges action following execution, abduction of civilians in Nigeria","Those responsible for the recent execution and abduction of civilians in northeastern Nigeria must be held accountable, the UN Secretary-General has said, according to a statement issued on Tuesday by his spokesperson.","['un', 'chief', 'urge', 'action', 'following', 'execution', 'abduction', 'civilian', 'nigeria']",https://news.un.org/en/story/2019/12/1054271,December,Winter,4,2019,0.275,0.725,0.0,-0.5859,0.55793357,0.4350697,0.0069967196,negative,negative
12,2019-12-24 12:00:00+00:00,SY,Middle East,"Amidst uptick in violence and displacement, UN chief calls for ‘immediate cessation of hostilities’ in Syria","“Deeply concerned” over a recent military escalation in northwest Syria, Secretary-General António Guterres called for an “immediate cessation of hostilities”.","['amidst', 'uptick', 'violence', 'displacement', 'un', 'chief', 'call', 'immediate', 'cessation', 'hostility', 'syria']",https://news.un.org/en/story/2019/12/1054241,December,Winter,4,2019,0.215,0.785,0.0,-0.6249,0.38218412,0.60297805,0.0148378145,negative,neutral
13,2019-12-23 12:00:00+00:00,YE,Middle East,UN relief chief condemns attacks against humanitarian premises in Yemen,"The top UN humanitarian official has called for a thorough investigation into weekend attacks against the premises of three international aid organizations in Yemen that wounded one person, in addition to damaging property.","['un', 'relief', 'chief', 'condemns', 'attack', 'humanitarian', 'premise', 'yemen']",https://news.un.org/en/story/2019/12/1054211,December,Winter,4,2019,0.38,0.429,0.19,-0.4767,0.6852296,0.30879223,0.005978183,negative,negative
14,2019-12-22 12:00:00+00:00,Afghanistan,Middle East,Afghan President leads election; UN mission chief urges all to ‘safeguard’ final stage of process,"Welcoming the preliminary results for Afghanistan’s presidential election on Sunday, the head of the United Nations mission in the country urged the authorities and all actors to “protect the integrity of the final stage of the process.”","['afghan', 'president', 'lead', 'election', 'un', 'mission', 'chief', 'urge', 'safeguard', 'final', 'stage', 'process']",https://news.un.org/en/story/2019/12/1054171,December,Winter,4,2019,0.0,1.0,0.0,0.0,0.040143564,0.90151346,0.058342967,neutral,neutral
15,2019-12-20 12:00:00+00:00,Lesotho,Global,"Friday’s Daily Brief: Pope Francis, Lesotho, Iran, world corruption","Our top stories for Friday include: Pope Francis receives the UN chief in Rome, Lesotho famine threat, concern for jailed Iranian protestors, and strengthened global action to prevent corruption.","['friday', 'daily', 'brief', 'pope', 'francis', 'lesotho', 'iran', 'world', 'corruption']",https://news.un.org/en/story/2019/12/1054141,December,Winter,4,2019,0.0,1.0,0.0,0.0,0.3224091,0.65231353,0.025277315,neutral,neutral
16,2019-12-20 12:00:00+00:00,Palestine,Middle East,Top Criminal Court to conduct official probe into alleged war crimes in Palestine,"Following a “thorough, independent and objective assessment”, the Prosecutor of the International Criminal Court (ICC) announced on Friday that she plans to open a formal investigation into alleged war crimes in Palestine, but asked the Court for a further ruling over territorial jurisdiction.","['top', 'criminal', 'court', 'conduct', 'official', 'probe', 'alleged', 'war', 'crime', 'palestine']",https://news.un.org/en/story/2019/12/1054121,December,Winter,4,2019,0.382,0.524,0.094,-0.7579,0.4291106,0.56148773,0.009401696,negative,neutral
17,2019-12-20 12:00:00+00:00,SY,Middle East,"Syria: Lack of consensus following face-to-face talks, underscores need for broader process","The second session of the Syrian Constitutional Committee, aiming to create a new post-war political road map for the country, failed to get off the ground due to lack of consensus over the agenda, the UN Special Envoy for the country told the Security Council on Friday.","['syria', 'lack', 'consensus', 'following', 'face-to-face', 'talk', 'underscore', 'need', 'broader', 'process']",https://news.un.org/en/story/2019/12/1054131,December,Winter,4,2019,0.173,0.827,0.0,-0.3182,0.5197001,0.4645915,0.015708422,negative,negative
18,2019-12-20 12:00:00+00:00,Unknown,Global,"Stand for peace and harmony says Guterres, following meeting with Pope Francis","In the midst of “turbulent and trying times”, all the world’s people must stand together in peace and harmony, the UN Secretary-General said on Friday. António Guterres was speaking following an audience with Pope Francis at the Vatican, who he thanked for his strong support for the global Organization.","['stand', 'peace', 'harmony', 'say', 'guterres', 'following', 'meeting', 'pope', 'francis']",https://news.un.org/en/story/2019/12/1054091,December,Winter,4,2019,0.0,0.617,0.383,0.7351,0.0056472267,0.49870315,0.4956496,positive,neutral
19,2019-12-19 12:00:00+00:00,Iran,Asia Pacific,Iran and US both undermining nuclear deal says UN political affairs chief,"Both Iran and the United States have been putting strain on the groundbreaking 2015 deal to monitor Iran’s nuclear programme, which remains a “cornerstone of international peace and security”, said the UN’s political affairs chief on Thursday.","['iran', 'u', 'undermining', 'nuclear', 'deal', 'say', 'un', 'political', 'affair', 'chief']",https://news.un.org/en/story/2019/12/1054071,December,Winter,4,2019,0.185,0.815,0.0,-0.3612,0.5220594,0.47067574,0.007264876,negative,negative
20,2019-12-19 12:00:00+00:00,Unknown,Middle East,Tolerance key to tackling violent extremism: UN counter-terrorism chief,The head of the UN Counter-Terrorism Office (UNOCT) has highlighted the importance of tolerance in combating the “corrosive spread” of violent extremism.,"['tolerance', 'key', 'tackling', 'violent', 'extremism', 'un', 'counter-terrorism', 'chief']",https://news.un.org/en/story/2019/12/1054061,December,Winter,4,2019,0.298,0.534,0.168,-0.4019,0.17428029,0.7707889,0.054930855,negative,neutral
21,2019-12-19 12:00:00+00:00,SY,Middle East,Life for civilians in Syria ‘worse than when the year began’,"The humanitarian situation facing civilians in many parts of Syria is “worse than when the year began”, the UN deputy Emergency Relief Coordinator told the Security Council on Thursday.","['life', 'civilian', 'syria', 'worse', 'year', 'began']",https://news.un.org/en/story/2019/12/1054041,December,Winter,4,2019,0.0,1.0,0.0,0.0,0.90216684,0.092182934,0.005650137,neutral,negative
22,2019-12-18 12:00:00+00:00,Palestine,Middle East,Only ‘concrete action’ will stop fraying of Israel-Palestine peace prospects,"Obstacles to any lasting deal between Israel and Palestine continue to mount, the UN’s Special Coordinator for the Middle East Peace Process told Security Council members on Wednesday, and only “concrete action” towards a two-State solution will change that dynamic.","['concrete', 'action', 'stop', 'fraying', 'israel-palestine', 'peace', 'prospect']",https://news.un.org/en/story/2019/12/1053841,December,Winter,4,2019,0.148,0.47,0.383,0.5423,0.27804255,0.68003017,0.04192729,positive,neutral
23,2019-12-18 12:00:00+00:00,Unknown,Global,"‘New and dangerous’ global risks require multilateral solutions, Guterres tells Italian Senate","Shifting balances of power are triggering “new and dangerous risks”, the UN chief told the Italian Senate in Rome on Wednesday, pointing to the need for more coordinated international responses, focused on solutions.","['new', 'dangerous', 'global', 'risk', 'require', 'multilateral', 'solution', 'guterres', 'tell', 'italian', 'senate']",https://news.un.org/en/story/2019/12/1053811,December,Winter,4,2019,0.152,0.725,0.123,-0.1027,0.41748303,0.55746675,0.025050238,negative,neutral
24,2019-12-17 12:00:00+00:00,South Sudan,Africa,"South Sudan: political will needed to form a unified government, on the road to peace","Extending the deadline for the establishment of a unity government in South Sudan has helped maintain a ceasefire but also disillusioned many  citizens, the Security Council heard on Tuesday.","['south', 'sudan', 'political', 'needed', 'form', 'unified', 'government', 'road', 'peace']",https://news.un.org/en/story/2019/12/1053751,December,Winter,4,2019,0.0,0.663,0.337,0.7269,0.045526903,0.7699969,0.18447618,positive,neutral
25,2019-12-16 12:00:00+00:00,Afghanistan,Middle East,Nine children killed or maimed in Afghanistan every day: UN Children’s Fund,"An average of nine children have been killed or maimed every day in Afghanistan so far this year, according to a new report from the UN Children’s Fund, UNICEF, which describes the country as “the world’s most lethal warzone”.","['nine', 'child', 'killed', 'maimed', 'afghanistan', 'every', 'day', 'un', 'childrens', 'fund']",https://news.un.org/en/story/2019/12/1053661,December,Winter,4,2019,0.29,0.71,0.0,-0.6705,0.8439433,0.15104452,0.0050121937,negative,negative
26,2019-12-16 12:00:00+00:00,Afghanistan,Asia Pacific,Peace will be ‘paramount’ issue for incoming Afghan Government: UN mission chief,"The search for peace will remain of “paramount importance” to Afghanistan as the country awaits the outcome of the recent presidential election, the top UN official in the country told the Security Council on Monday.","['peace', 'paramount', 'issue', 'incoming', 'afghan', 'government', 'un', 'mission', 'chief']",https://news.un.org/en/story/2019/12/1053621,December,Winter,4,2019,0.0,0.759,0.241,0.5423,0.048521776,0.8924478,0.059030414,positive,neutral
27,2019-12-16 12:00:00+00:00,Unknown,Africa,"West Africa ‘shaken by unprecedented violence’, UN envoy tells Security Council","The UN envoy for West Africa and the vast Sahel region, told the Security Council on Monday that in recent months, the region has been “shaken by unprecedented violence”.","['west', 'africa', 'shaken', 'unprecedented', 'violence', 'un', 'envoy', 'tell', 'security', 'council']",https://news.un.org/en/story/2019/12/1053641,December,Winter,4,2019,0.0,0.806,0.194,0.34,0.60362214,0.3851361,0.011241731,positive,negative
28,2019-12-13 12:00:00+00:00,YE,Middle East,"Friday’s Daily Brief:  Yemen exclusive, India rights, Chile, Ebola updates","Our top stories for Friday include an exclusive UN News interview with Yemen Envoy Martin Griffiths; India’s new “discriminatory” citizenship law; a milestone smallpox eradication anniversary; helicopters deployed in DR Congo Ebola fight; Mediterranean migrant latest, and Chile’s deadly protests: UN report finds clear pattern of repression.","['friday', 'daily', 'brief', 'yemen', 'exclusive', 'india', 'right', 'chile', 'ebola', 'update']",https://news.un.org/en/story/2019/12/1053541,December,Winter,4,2019,0.0,0.857,0.143,0.128,0.09692022,0.86473596,0.038343895,positive,neutral
29,2019-12-13 12:00:00+00:00,CD,Africa,‘Air bridge’ vaccination operation begins for Ebola-hit communities in DR Congo,"The Democratic Republic of the Congo (DRC) has seen an increase in the number of reported cases of the deadly haemorrhagic virus Ebola linked to ongoing violence by armed groups targeting remote communities, the World Health Organization (WHO) said on Friday.","['air', 'bridge', 'vaccination', 'operation', 'begin', 'ebola-hit', 'community', 'dr', 'congo']",https://news.un.org/en/story/2019/12/1053451,December,Winter,4,2019,0.0,1.0,0.0,0.0,0.15258422,0.8016856,0.045730118,neutral,neutral
30,2019-12-13 12:00:00+00:00,YE,Middle East,"A year on from Yemen talks breakthrough, top UN Envoy hails ‘shift’ towards peace, despite setbacks","When warring parties in Yemen met in a renovated castle outside the Swedish capital last December for UN-brokered talks, they showed that perhaps there could be a way out of brutal conflict and the world’s worst humanitarian crisis, the UN Special Envoy for the country said this week.","['year', 'yemen', 'talk', 'breakthrough', 'top', 'un', 'envoy', 'hail', 'shift', 'towards', 'peace', 'despite', 'setback']",https://news.un.org/en/story/2019/12/1053431,December,Winter,4,2019,0.0,0.71,0.29,0.6486,0.014002505,0.6674348,0.31856266,positive,neutral
31,2019-12-12 12:00:00+00:00,Mali,Africa,Unprecedented humanitarian crisis in Mali revealed in new report,"Escalating violence and insecurity in Mali have sparked an unprecedented humanitarian crisis, rendering 3.9 million people in need of assistance and protection – an increase of 700,000 since the beginning of the year, the UN said on Thursday.","['unprecedented', 'humanitarian', 'crisis', 'mali', 'revealed', 'new', 'report']",https://news.un.org/en/story/2019/12/1053391,December,Winter,4,2019,0.339,0.661,0.0,-0.6249,0.69283617,0.29808962,0.009074227,negative,negative
32,2019-12-11 12:00:00+00:00,North Korea,Asia Pacific,North Korea missile tests ‘deeply troubling’: senior UN official,"Recent developments concerning North Korea’s nuclear and ballistic missile programmes are “deeply troubling”, the UN’s Assistant Secretary-General for the Middle East, Asia and the Pacific said on Wednesday, briefed the Security Council.","['north', 'korea', 'missile', 'test', 'deeply', 'troubling', 'senior', 'un', 'official']",https://news.un.org/en/story/2019/12/1053281,December,Winter,4,2019,0.0,1.0,0.0,0.0,0.5402924,0.44702643,0.012681188,neutral,negative
33,2019-12-10 12:00:00+00:00,Myanmar,Asia Pacific,Aung San Suu Kyi appears at ICJ as UN rights expert urges greater protection for Myanmar activists,Authorities in Myanmar and social media companies are being urged to take greater action to protect activists in the south-east Asian country who are fighting for justice and accountability for crimes committed against the minority Rohingya population in 2016 and 2017.,"['aung', 'san', 'suu', 'kyi', 'appears', 'icj', 'un', 'right', 'expert', 'urge', 'greater', 'protection', 'myanmar', 'activist']",https://news.un.org/en/story/2019/12/1053121,December,Winter,4,2019,0.0,0.865,0.135,0.3612,0.033331152,0.9116422,0.05502663,positive,neutral
34,2019-12-07 12:00:00+00:00,Iraq,Middle East,"Denouncing attacks against Baghdad protesters, UN warns ‘violence risks placing Iraq on dangerous trajectory’","The top UN official in Iraq has strongly condemned the shooting of unarmed protesters in Baghdad on Friday night, which left a high number of deaths and injuries among innocent citizens, calling for the perpetrators to be “identified and brought to justice without delay”.","['denouncing', 'attack', 'baghdad', 'protester', 'un', 'warns', 'violence', 'risk', 'placing', 'iraq', 'dangerous', 'trajectory']",https://news.un.org/en/story/2019/12/1053011,December,Winter,4,2019,0.559,0.441,0.0,-0.8555,0.7548879,0.23972873,0.0053833867,negative,negative
35,2019-12-06 12:00:00+00:00,Unknown,Global,UN evaluates progress in improving peacekeeping performance,"The international community on Friday took stock of action to improve UN peacekeeping in line with a Security Council resolution aimed at enhancing performance at all levels, both at Headquarters in New York and in the field.","['un', 'evaluates', 'progress', 'improving', 'peacekeeping', 'performance']",https://news.un.org/en/story/2019/12/1052941,December,Winter,4,2019,0.0,0.317,0.683,0.8225,0.042900175,0.81917274,0.13792716,positive,neutral
36,2019-12-03 12:00:00+00:00,South Sudan,Africa,"South Sudan: UN calls for end to inter-communal clashes, attacks against aid workers","Peacekeepers have been sent to the northern Lakes region in South Sudan in a bid to deter further violence between communities there, the UN Mission in the country, UNMISS, said on Tuesday.","['south', 'sudan', 'un', 'call', 'end', 'inter-communal', 'clash', 'attack', 'aid', 'worker']",https://news.un.org/en/story/2019/12/1052701,December,Winter,4,2019,0.195,0.805,0.0,-0.4404,0.5119645,0.47725263,0.010782866,negative,negative
37,2019-12-03 12:00:00+00:00,Iraq,Middle East,"Protests and civil unrest show ‘renewed sense of patriotism’ in Iraq, UN envoy tells Security Council","After decades of sectarian strife and conflict, “a renewed sense of patriotism has taken hold”, the head of the UN Assistance Mission for Iraq (UNAMI) told the Security Council on Tuesday.","['protest', 'civil', 'unrest', 'show', 'renewed', 'sense', 'patriotism', 'iraq', 'un', 'envoy', 'tell', 'security', 'council']",https://news.un.org/en/story/2019/12/1052641,December,Winter,4,2019,0.104,0.765,0.131,0.128,0.27362245,0.68707293,0.03930462,positive,neutral
38,2019-12-02 12:00:00+00:00,Mali,Africa,‘Continuing deterioration’ leaves Mali facing critical security level: UN expert,"Security in Mali has become critical, with unprecedented incidents of communal violence and increasingly more deadly terror attacks, reported a UN human rights expert on Monday, following a 10-day visit to the country.","['continuing', 'deterioration', 'leaf', 'mali', 'facing', 'critical', 'security', 'level', 'un', 'expert']",https://news.un.org/en/story/2019/12/1052531,December,Winter,4,2019,0.181,0.63,0.189,0.0258,0.7052049,0.2872907,0.007504398,neutral,negative
39,2019-12-02 12:00:00+00:00,India,Asia Pacific,FROM THE FIELD: India’s plastic waste revolution,"The recycling of plastic waste in India is boosting the incomes of impoverished women and helping build roads and fire cement furnaces, thanks to support from the United Nations Development Programme (UNDP).","['field', 'india', 'plastic', 'waste', 'revolution']",https://news.un.org/en/story/2019/12/1052551,December,Winter,4,2019,0.318,0.682,0.0,-0.4215,0.42060813,0.5321074,0.047284465,negative,neutral
40,2019-12-02 12:00:00+00:00,UA,Europe,Political solution ‘long overdue’ to protect the children of eastern Ukraine,"Nearly half a million children in eastern Ukraine continue to face “grave risks” to their physical health and psychological well-being, the UN Children’s Fund (UNICEF) said on Monday.","['political', 'solution', 'long', 'overdue', 'protect', 'child', 'eastern', 'ukraine']",https://news.un.org/en/story/2019/12/1052521,December,Winter,4,2019,0.0,0.647,0.353,0.5994,0.20853189,0.7156761,0.075792,positive,neutral
41,2019-11-29 12:00:00+00:00,CD,Africa,"Friday’s Daily Brief: violence in DR Congo, protester deaths in Iraq, human rights in Colombia, climate change conference, ‘high human cost’ of Ecuador unrest",A recap of Friday’s stories in brief: attacks on communities in an Ebola outbreak hotspot in eastern DRC sparks a humanitarian crisis; Guterres expresses concerns at continued protester deaths in Iraq; UN-appointed panel raises concerns about violence against indigenous rights defenders in Colombia; 5 things you need to know about COP25; UN rights chief urges dialogue to ease Ecuador unrest.,"['friday', 'daily', 'brief', 'violence', 'dr', 'congo', 'protester', 'death', 'iraq', 'human', 'right', 'colombia', 'climate', 'change', 'conference', 'high', 'human', 'cost', 'ecuador', 'unrest']",https://news.un.org/en/story/2019/11/1052471,November,Autumn,4,2019,0.151,0.849,0.0,-0.6249,0.6859936,0.30340326,0.010603088,negative,negative
42,2019-11-29 12:00:00+00:00,Iraq,Middle East,Iraq: UN ‘deeply concerned’ at continued protester deaths,UN chief António Guterres has expressed deep concern over reports of the continued use of live ammunition against demonstrators in Iraq.,"['iraq', 'un', 'deeply', 'concerned', 'continued', 'protester', 'death']",https://news.un.org/en/story/2019/11/1052461,November,Autumn,4,2019,0.0,1.0,0.0,0.0,0.64812154,0.34277156,0.00910688,neutral,negative
43,2019-11-28 12:00:00+00:00,CD,Africa,Armed groups kill Ebola health workers in eastern DR Congo,"Deadly night-time attacks by armed groups have once again claimed the lives of frontline healthworkers helping to confront the deadly Ebola virus in eastern Democratic Republic of the Congo (DRC), the head of the World Health Organization (WHO) said on Thursday.","['armed', 'group', 'kill', 'ebola', 'health', 'worker', 'eastern', 'dr', 'congo']",https://news.un.org/en/story/2019/11/1052421,November,Autumn,4,2019,0.343,0.657,0.0,-0.6908,0.8958803,0.101025835,0.0030938685,negative,negative
44,2019-11-27 12:00:00+00:00,Palestine,Global,"Wednesday’s Daily Brief: Afghan child abuse, DR Congo measles deaths, Palestinian solidarity",A recap of Wednesday’s stories in brief: UN Afghan Mission calls for probe into school paedophile ring; thousands of children dying from measles in DRC; UN reaffirms solidarity with Palestinians; migrants send billions back home; trust and security “essential” in digital space; and FAO recommends switch to traditional diets.,"['wednesday', 'daily', 'brief', 'afghan', 'child', 'abuse', 'dr', 'congo', 'measles', 'death', 'palestinian', 'solidarity']",https://news.un.org/en/story/2019/11/1052371,November,Autumn,4,2019,0.256,0.61,0.134,-0.4588,0.5180765,0.4671032,0.014820302,negative,negative
45,2019-11-27 12:00:00+00:00,Palestine,Middle East,UN commemorates International Day of Solidarity with the Palestinian People,"The United Nations has underlined its unwavering commitment to the Palestinian people in their ongoing struggle to achieve self-determination, independence and sovereignty.","['un', 'commemorates', 'international', 'day', 'solidarity', 'palestinian', 'people']",https://news.un.org/en/story/2019/11/1052351,November,Autumn,4,2019,0.0,0.804,0.196,0.296,0.00419039,0.36960843,0.6262012,positive,positive
46,2019-11-26 12:00:00+00:00,CD,Africa,UN working to prevent attacks on civilians in eastern DR Congo,"Peacekeepers from the UN Mission in the Democratic Republic of the Congo (DRC) were conducting extensive patrols in the east of the country on Tuesday, one day after demonstrators set fire to buildings to protest lack of civilian protection in the face of attacks by armed groups.","['un', 'working', 'prevent', 'attack', 'civilian', 'eastern', 'dr', 'congo']",https://news.un.org/en/story/2019/11/1052281,November,Autumn,4,2019,0.223,0.692,0.085,-0.4215,0.30413467,0.6742873,0.021578042,negative,neutral
47,2019-11-26 12:00:00+00:00,Iraq,Middle East,Courage of terrorism survivors underlines ‘urgency’ of UN Investigative Team’s work in Iraq,"The leader of the special UN Investigation Team probing crimes committed by ISIL terrorists in Iraq, said on Tuesday that the courage being demonstrated by survivors coming forward “serves to underline the urgency” they need to carry on with their work.","['courage', 'terrorism', 'survivor', 'underline', 'urgency', 'un', 'investigative', 'team', 'work', 'iraq']",https://news.un.org/en/story/2019/11/1052261,November,Autumn,4,2019,0.245,0.585,0.17,-0.34,0.09140749,0.8372751,0.07131744,negative,neutral
48,2019-11-26 12:00:00+00:00,Unknown,Global,"Guterres underscores UN role in achieving a free, secure Internet","Unless countries work together to address gaps in digital access, as well as related social and political divisions, this generation will be remembered as the one that “ruined the early promise of the Internet”, the UN Secretary-General has warned.","['guterres', 'underscore', 'un', 'role', 'achieving', 'free', 'secure', 'internet']",https://news.un.org/en/story/2019/11/1052241,November,Autumn,4,2019,0.0,0.551,0.449,0.6908,0.02098301,0.6383482,0.34066874,positive,neutral
49,2019-11-26 12:00:00+00:00,Bolivia,Americas,UN chief hails ‘positive developments’ towards ending political crisis in Bolivia,UN Secretary-General António Guterres has welcomed recent steps towards a peaceful resolution to the political turmoil in Bolivia.,"['un', 'chief', 'hail', 'positive', 'development', 'towards', 'ending', 'political', 'crisis', 'bolivia']",https://news.un.org/en/story/2019/11/1052201,November,Autumn,4,2019,0.291,0.709,0.0,-0.6249,0.009682346,0.41787192,0.5724457,negative,positive
50,2019-11-25 12:00:00+00:00,Cyprus,Europe,Guterres holds ‘focused and frank’ informal discussions over future of Cyprus,The UN Secretary-General held “focused and frank” informal talks with the leaders of the Greek and Turkish Cypriot communities on Monday in order to “take stock of efforts” to finally reach a settlement over the divided Mediterranean island.,"['guterres', 'hold', 'focused', 'frank', 'informal', 'discussion', 'future', 'cyprus']",https://news.un.org/en/story/2019/11/1052181,November,Autumn,4,2019,0.0,1.0,0.0,0.0,0.021076208,0.86945003,0.109473765,neutral,neutral
51,2019-11-25 12:00:00+00:00,Colombia,Americas,"Monday’s Daily Brief: Colombia marches, major mine action summit, violence against women a barrier to peace, South Sudan update","A recap of Monday’s stories in brief: Guterres holds “focused and frank” informal talks over Cyprus, responds to Colombia protests; Violence targeting women impedes peace; UN Mission, community condemn South Sudan violence; UN weather watchdog sounds climate alarm; Norway hosts anti-landmine summit.","['monday', 'daily', 'brief', 'colombia', 'march', 'major', 'mine', 'action', 'summit', 'violence', 'woman', 'barrier', 'peace', 'south', 'sudan', 'update']",https://news.un.org/en/story/2019/11/1052161,November,Autumn,4,2019,0.232,0.622,0.145,-0.2732,0.4452102,0.5355103,0.019279538,negative,neutral
52,2019-11-25 12:00:00+00:00,CD,Africa,UN mission in DR Congo appeals for calm as violent protests continue,"The head of the UN peacekeeping mission in the Democratic Republic of the Congo (DRC) has met with national authorities in the wake of an attack against its headquarters in Beni on Monday, which left the building badly damaged.","['un', 'mission', 'dr', 'congo', 'appeal', 'calm', 'violent', 'protest', 'continue']",https://news.un.org/en/story/2019/11/1052151,November,Autumn,4,2019,0.339,0.526,0.135,-0.5423,0.45147493,0.5296291,0.018895924,negative,neutral
